true_kappa,pnl_mean,pnl_se,pnl_std,sharpe,mean_fill_count,min_fill_count,below_fill_floor_count
0.75,108.49500597511262,0.30253522671521293,13.529786650470532,8.018973896483388,83.5945,59,0
1.0,80.65016147823367,0.2500665594229254,11.183316515383035,7.211649725490341,83.2555,60,0
1.5,52.81923469788684,0.1942542846658079,8.68731570866683,6.080040885954238,82.7005,60,0
2.25,34.35238192288464,0.15521238026835504,6.941308664591779,4.948977719161105,81.995,58,0
3.0,25.110264594311563,0.1340897312745231,5.9966750842902625,4.1873645380744335,81.271,59,0
