phi_informed,spread_capture_mean,adverse_selection_mean,adverse_selection_pct_of_spread_capture,pnl_mean,pnl_se,mean_fill_count,min_fill_count,below_fill_floor_count
0.0,60.34652340558946,0.025560768734668875,0.042356655018673986,60.36772476613395,0.19915547280758353,89.462,61,0
0.05,58.83749473262191,-0.9852858773963786,-1.6745884267742213,57.86440434394017,0.195904208044474,87.228,61,0
0.1,57.30222811153498,-1.9905898332287553,-3.4738436860678514,55.33240623063366,0.19560719089892628,84.9425,60,0
0.15,55.792921454493936,-2.9899196190598634,-5.358958701416118,52.81923469788684,0.1942542846658079,82.7005,60,0
0.25,52.83076191427087,-4.986112605171616,-9.4378964537037,47.93194847494978,0.19265607165997364,78.284,54,0
0.4,48.28115274182167,-8.067122283769582,-16.70863644641556,40.3390927150203,0.19445793770305464,71.4625,45,0
0.6,42.228923928303665,-12.252389144967756,-29.014211126406824,30.055361521675383,0.2105530497780756,62.302,38,0
0.8,36.11584638129246,-16.529766824425963,-45.76873721832023,19.665275241170523,0.23600799067639217,52.946,32,0
1.0,30.0236890542693,-21.005600992630566,-69.96342439685512,9.225141054616666,0.2792896756349681,43.477,23,0
